Id,Predicted
0,51.1811487362706
1,62.69703352854893
2,61.72014011704735
3,48.73125984524445
4,30.594652160259066
5,59.132631547026506
6,51.074635713816626
7,41.560019410961594
8,42.496246010291
9,40.57309231375464
10,64.19928685423778
11,50.27765542065581
12,52.823751583352966
13,49.96936128450454
14,53.766659867789386
15,63.47306364623709
16,36.29712655190812
17,49.776507330628355
18,63.4833268405793
19,49.53799761318659
20,53.21181783777814
21,37.240122021292514
22,45.657249692372325
23,65.10482926716449
24,51.16133819995087
25,41.83057279594168
26,41.764425952511885
27,42.87418900543934
28,45.04426680016368
29,45.506957042963194
30,53.006671157797726
31,65.53748516316962
32,56.28565695972998
33,61.71528318692696
34,36.13134028339023
35,36.78995541263878
36,50.15197050578555
37,45.97668250702515
38,52.29772515912191
39,49.14555616849171
40,54.343450175098354
41,51.918917789560474
42,56.149320679283825
43,76.5934588053717
44,56.10734134718622
45,54.84637132795693
46,40.13360036517149
47,58.9151948516202
48,57.38259238691616
49,40.95266049772491
50,41.649952147891106
51,58.251823202093526
52,54.828548530681225
53,50.20093031581776
54,54.544570916961504
55,52.641022047368836
56,50.57027584884866
57,46.94387302128207
58,42.798453452024525
59,67.57745254804935
60,50.27042181647498
61,47.777734066675315
62,52.10960189898836
63,53.349836159268435
64,51.62339672593644
65,62.4171948564765
66,63.884680397527355
67,38.15473215232802
68,50.379688430717536
69,47.466689874758075
70,47.42882198628104
71,40.53452326399364
72,49.67882416873058
73,65.27723432295923
74,47.07946462203404
75,49.67422674180923
76,54.48715317762591
77,53.26839351559631
78,40.17425983167778
79,58.23525112930309
80,55.410616343668835
81,60.89388598496462
82,50.563742365667096
83,34.4801842904134
84,58.182739940918765
85,35.041195330005706
86,50.09287245767944
87,35.78829963990378
88,44.53306835252336
89,38.67572638197336
90,36.88220451046025
91,55.56381751315783
92,37.311967725654355
93,41.97564143554109
94,55.172546524590196
95,41.18455728646697
96,41.73057792430917
97,54.15536011453216
98,51.062975327997684
99,60.729632863541
100,45.11575007378542
101,46.407634684561366
102,64.50645828727039
103,56.745364650186374
104,49.13787931267004
105,58.03449970674503
106,48.16806908779338
107,37.644746760603994
108,48.474822660691025
109,38.759194162658595
110,60.68586554285562
111,36.93548464538153
112,36.86941069646115
113,48.498363432380216
114,50.60525809742281
115,42.20365222065533
116,66.14169694640468
117,61.181173658967026
118,45.47458142455642
119,49.40950869355802
120,31.947881055762526
121,67.68418436200193
122,38.52395653844244
123,51.215822857509295
124,55.62352627107107
125,29.323216226623998
126,45.0788192982223
127,49.010478940860686
128,43.49138515252885
129,36.68995649467816
130,56.59927663294663
131,43.93092739309873
132,56.48936450376267
133,33.61975170320251
134,50.748241289959786
135,60.210248983058676
136,39.4014755269382
137,55.41283465517323
138,47.62932428282395
139,49.56184689599441
140,48.70213116481965
141,38.98218902798572
142,58.004904193998534
143,35.53736544444737
144,57.68699938352804
145,52.971532538888376
146,44.70779989038977
147,56.18317533285676
148,61.97114647108212
149,56.013565277458774
150,39.23039214555086
151,38.75919125679581
152,56.67350060386014
153,43.68419345909378
154,46.51879208660944
155,45.90826206918776
156,50.819430170951435
157,45.27364364596801
158,54.58498132049766
159,49.239080807180606
160,36.950589193360024
161,46.3340066108701
162,43.082338587516034
163,56.756095434448845
164,60.5495982547353
165,46.73873314375267
166,47.95060773216693
167,43.55545034533151
168,30.577682715053037
169,45.98394403885228
170,55.384078134159026
171,25.42488422700957
172,34.69458430193743
173,51.81410389359323
174,43.538240938700376
175,47.334147369124594
176,43.6076990197082
177,50.891762493987336
178,46.20943205106085
179,50.469427100014606
180,34.01524917551938
181,46.40718415266259
182,38.212341955120586
183,51.794440584189964
184,49.489979175338185
185,64.97210388028596
186,60.34866091779274
187,52.21718172646476
188,45.7953668471736
189,44.4771152934566
190,42.24911039092887
191,49.18918296030991
192,73.71707357027303
193,57.40416828988389
194,45.186009742934296
195,45.949116323668356
196,47.94194153575303
197,63.78826877697491
198,41.213759065399046
199,62.4445550821328
200,60.384987386792744
201,62.65859156951005
202,47.13739884201102
203,48.21969808380138
204,39.40336086674196
205,64.78199446343822
206,54.440723093639136
207,56.23340582379557
208,42.92979605605439
209,52.411268332877015
210,39.02149422440271
211,30.836468383257824
212,45.186009742934296
213,49.721175602402916
214,38.286464770213676
215,48.48214557945543
216,42.263365141995564
217,56.55575343744337
218,64.6871871981994
219,44.12144206229286
220,41.83057279594168
221,39.56400364558099
222,58.74097432422023
223,49.912511715740045
224,51.73543171057173
225,36.914416560744776
226,35.676392714406454
227,54.98877376529741
228,39.03069654766409
229,45.22736093008629
230,63.1907902602757
231,58.315016024905944
232,39.129307371576104
233,67.95767024820636
234,65.69461617222822
235,37.594922054354996
236,35.72031308370509
237,50.789600622494234
238,53.24719151821751
239,51.67369615442843
240,52.291735761553866
241,49.14328037620307
242,40.677159640461625
243,64.11619901946047
244,53.52325149925842
245,36.04921988514557
246,79.65641184701653
247,43.239033552199864
248,41.67356181836457
249,49.28305477297893
250,52.41942272380654
251,42.47752308186271
252,61.83286057957791
253,37.323880929624494
254,42.412528372537
255,38.99271018962077
256,64.34877782218375
257,54.953320324920504
258,56.91512545827005
259,51.79347774846725
260,45.839504468482716
261,48.01599264720272
262,52.51148572091314
263,55.78532460630814
264,54.15314708925782
265,43.17417251240036
266,48.194709317265435
267,58.808995988213034
268,49.35709756804399
269,43.17417251240036
270,57.20527006194951
271,32.986689365732374
272,42.35626494292053
273,43.55769629032018
274,59.9897219292345
275,57.89604946663815
276,54.96219797874995
277,64.98408352779275
278,34.61537866295536
279,27.6112590111023
280,40.860032125896126
281,54.06598031429331
282,42.656456496455796
283,64.34877782218375
284,44.62643019142267
285,55.106355881874435
286,47.9969085038705
287,50.21244995529841
288,40.864312284935195
289,44.19162204046481
290,49.506631849831734
291,49.26560518563237
292,55.95255775633681
293,42.04071270809231
294,49.827806389121235
295,50.07082463761815
296,28.6416464640707
297,47.15602941915394
298,73.09483929341329
299,67.57745254804935
300,50.08561425552597
301,60.50129578696644
302,49.44191812089653
303,62.998665685078755
304,52.818785953536064
305,45.992400837718385
306,50.27791727417019
307,51.28402523719802
308,66.09128466748044
309,42.00250396284929
310,46.92905770801855
311,38.10371986101418
312,52.900752332494164
313,47.97506043888422
314,43.23972615830741
315,56.44036927034596
316,38.479672802301494
317,52.282362802415
318,55.94343027974808
319,32.55444934189479
320,61.46746656677449
321,50.55369320753566
322,38.934952910312184
323,50.995746145000304
324,46.486993398894676
325,60.22583516348058
326,58.804730569882466
327,47.915982173731365
328,50.700471302995595
329,61.750840453577936
330,47.9293041787821
331,42.80383032284138
332,60.728035675186185
333,39.93679927644038
334,32.69154533708771
335,62.80724857677638
336,40.78043293895565
337,51.89220481880433
338,54.71104050465506
339,75.87066438758502
340,37.09294712605563
341,42.66976844315013
342,34.865017116801575
343,49.56247085569982
344,37.505763158854336
345,38.96920068211738
346,49.517495087290264
347,44.59414162032846
348,36.31267420182147
349,34.97496474141526
350,51.73543171057173
351,64.57292889770005
352,53.46746465509227
353,46.81853149327103
354,38.934952910312184
355,50.19020325370446
356,53.25827956027848
357,50.499564107134894
358,63.850597868309244
359,38.07389813635672
360,59.63162131846212
361,52.300004151629246
362,41.92783316472827
363,51.73704368114291
364,52.564369652716906
365,48.8885596004034
366,65.8386237749181
367,53.50798635267285
368,64.34877782218375
369,47.36887861884206
370,52.560863402283374
371,54.45593839437575
372,50.02205263444943
373,60.543219053504856
374,47.65754328489898
375,41.90603538187098
376,63.384742467849094
377,59.541102750763415
378,40.655648954648335
379,65.94731428324786
380,53.872568557361994
381,53.58606014566738
382,61.95827795112573
383,45.0328288260325
384,31.39584931612582
385,53.08647677336535
386,56.418307730230445
387,58.45581028927194
388,52.968539881695676
389,57.64515882183412
390,47.18481052874824
391,49.98090213017206
392,53.23381819212973
393,40.02380761497317
394,55.427102613337
395,42.94540174749526
396,50.41202617948109
397,46.548256606528305
398,47.59490332895624
399,50.944890818918296
400,29.03395438658072
401,38.0557198328746
402,38.884889097928834
403,38.02117019036997
404,43.44819063738503
405,43.60507614892962
406,56.28326929012825
407,67.08272599217774
408,52.161613326510036
409,41.92783316472827
410,45.86961406901437
411,50.577468352510834
412,60.6527566789554
413,34.55381433410472
414,55.26259688307833
415,43.37468604169392
416,36.64428598224157
417,37.5943245422263
418,58.315421090266156
419,47.34459833946305
420,44.14427466171861
421,48.60422002950499
422,48.878161002789035
423,50.07546064029134
424,58.53795442974706
425,57.89604946663815
426,43.85227627439962
427,46.20164792326186
428,42.548228947613396
429,50.6830022194339
430,36.163864681049276
431,48.818884870065105
432,47.962421933545336
433,51.37687137733924
434,65.93290986401212
435,42.53505424121145
436,50.607559683192505
437,43.20402175373399
438,39.73034671284003
439,56.40410078919159
440,56.20734910536413
441,37.925168106250254
442,61.92916783989037
443,61.34696887144808
444,45.69955857089554
445,36.83955932555709
446,37.770630085889444
447,38.352262654465434
448,45.526111744468814
449,63.79150579269198
450,49.92819811576023
451,46.99084199252413
452,47.46764089348354
453,49.28845767351773
454,54.27201920962699
455,54.04892248193173
456,59.87313904178647
457,47.13739884201102
458,41.99784111037595
459,46.80785961521214
460,41.40135880695919
461,67.71129888727077
462,34.706001314571516
463,38.26933970527252
464,57.498814141896034
465,52.6612655339666
466,50.90455074714298
467,51.682816112706334
468,57.64008664610137
469,67.0149148083734
470,50.08941521800597
471,63.35474591460415
472,48.2205389012832
473,62.4927713585134
474,51.07591819342601
475,41.14660495705741
476,38.6900555813255
477,38.52321437950163
478,44.14941895688298
479,61.81312248407161
480,52.60405589213631
481,48.35578223683455
482,49.78424652393415
483,52.25502661353975
484,36.41514656057523
485,53.4269161287705
486,40.51786823535213
487,37.2765020636829
488,43.86700847252201
489,47.86296313641088
490,53.02534861856445
491,60.54608323358703
492,35.53603965572601
493,63.87385980740244
494,42.10587499691305
495,61.20015433950656
496,34.21840868161066
497,41.545711696995696
498,44.32795847731301
499,56.273485844164924
500,50.73015941617454
501,36.623289721927684
502,49.821797684893866
503,52.90311194859082
504,57.489690098330904
505,49.506631849831734
506,36.6856988730479
507,56.52169962131707
508,61.245216177205876
509,35.455675741751655
510,50.748241289959786
511,62.02729115985468
512,53.22078992282344
513,46.430005181432115
514,35.95878985484946
515,61.90018645776545
516,36.38827842606019
517,60.63379269529213
518,48.305580914871335
519,49.47239836329263
520,50.49642827707728
521,49.931687280138455
522,39.99112818680926
523,55.75365751692889
524,41.195104285087474
525,49.70164855811881
526,43.66701615937043
527,65.8386237749181
528,66.61876060178152
529,66.91204564444672
530,58.2871582082255
531,54.08230321038127
532,51.50411499792778
533,55.84661715528653
534,37.012802240927705
535,46.25946891707639
536,39.44253177715322
537,38.74804902786045
538,44.80894749939298
539,58.19258436417112
540,54.30740661890763
541,42.62371609225644
542,40.88608014491261
543,52.44015557929181
544,57.79963434285504
545,36.41779896245376
546,53.349836159268435
547,54.06598031429331
548,63.539687903782145
549,44.209814370618105
550,55.04307702316225
551,63.030106254088196
552,42.49025257159348
553,40.700572398036506
554,48.94499426012443
555,51.76616019201701
556,46.77764855392948
557,60.46764943869735
558,34.598604537002046
559,49.08713463493311
560,62.16713923732546
561,46.36421855988436
562,55.02800653274171
563,37.30888627069018
564,60.77248062342803
565,48.621784292298656
566,60.763786527765006
567,41.32990301511737
568,36.64428598224157
569,37.2765020636829
570,60.81187998319447
571,54.06598031429331
572,46.38455048573437
573,53.465908390854395
574,54.6294256687265
575,59.084497145632184
576,53.649203557994376
577,70.02621924692222
578,44.31893749187784
579,52.976267314808055
580,38.4829019947139
581,53.10684646472327
582,65.69461617222822
583,65.82277789643659
584,38.64709913250727
585,50.90904766693366
586,29.54603759824131
587,35.88147395856341
588,38.09223245194342
589,47.3895745630347
590,38.54446176024486
591,48.71458580264065
592,50.24235545866717
593,41.922510684739855
594,51.67369615442843
595,48.33300385613711
596,45.895160725205045
597,49.43508465412282
598,60.298636526619994
599,49.3067197445371
600,35.54612778723532
601,46.32907489360358
602,51.27336135676077
603,46.755236057814855
604,38.51022043669937
605,39.48449075012615
606,40.06102985899521
607,39.10086804224872
608,29.56153687563947
609,46.777819124717844
610,54.73786241377831
611,34.64228034507398
612,57.44312646328843
613,51.77193512091509
614,50.554503303043504
615,43.01143964067357
616,43.71028222010299
617,63.90561980836784
618,45.00085067411223
619,38.004144943903974
620,39.55741483102776
621,62.202066865350254
622,52.630535345065226
623,37.12539330516354
624,39.970342928150636
625,40.38581394368677
626,60.228375623605054
627,37.50510252727297
628,49.20625281105602
629,63.79150579269198
630,57.263695688613815
631,36.53048712647172
632,40.02380761497317
633,46.18352424577224
634,53.215094944962345
635,44.93165660102264
636,61.217096884192216
637,41.72111264259232
638,45.76847710713224
639,42.60374586694295
640,46.05009006653863
641,66.29797109761972
642,52.88750399623932
643,50.59280527833061
644,47.96431140009686
645,35.188354377234816
646,47.59477364013858
647,44.62542848616548
648,63.92564047840288
649,43.053713803011675
650,49.81213534953807
651,41.72397536957149
652,54.585007805659714
653,52.05860574517747
654,65.44944958143007
655,51.97823510972685
656,39.64918148459389
657,52.451226033785304
658,41.88008704713155
659,44.36411678189896
660,58.762792213288
661,55.00996593920263
662,76.10929606648705
663,38.4829019947139
664,46.45931073093348
665,56.44036927034596
666,38.24825118450164
667,41.545711696995696
668,49.02920751060319
669,50.57027584884866
670,48.70213116481965
671,48.682031960338165
672,44.88164197909447
